Date,Close
4/2/2001 16:00:00,34.08
4/3/2001 16:00:00,33.74
4/4/2001 16:00:00,34.95
4/5/2001 16:00:00,35.05
4/6/2001 16:00:00,33.97
4/9/2001 16:00:00,33.94
4/10/2001 16:00:00,36.05
4/11/2001 16:00:00,35.3
4/12/2001 16:00:00,35.2
4/16/2001 16:00:00,34.6
4/17/2001 16:00:00,35
4/18/2001 16:00:00,37.86
4/19/2001 16:00:00,39.2
4/20/2001 16:00:00,39.01
4/23/2001 16:00:00,38.93
4/24/2001 16:00:00,37.66
4/25/2001 16:00:00,37.04
4/26/2001 16:00:00,37.52
4/27/2001 16:00:00,37.74
4/30/2001 16:00:00,38.11
5/1/2001 16:00:00,37.92
5/2/2001 16:00:00,38.8
5/3/2001 16:00:00,38.5
5/4/2001 16:00:00,37.9
5/7/2001 16:00:00,37.9
5/8/2001 16:00:00,37.84
5/9/2001 16:00:00,37.47
5/10/2001 16:00:00,37.45
5/11/2001 16:00:00,37.06
5/14/2001 16:00:00,37.05
5/15/2001 16:00:00,37.01
5/16/2001 16:00:00,36.15
5/17/2001 16:00:00,37.05
5/18/2001 16:00:00,37.92
5/21/2001 16:00:00,38.5
5/22/2001 16:00:00,39.38
5/23/2001 16:00:00,38.55
5/24/2001 16:00:00,37.82
5/25/2001 16:00:00,37.8
5/29/2001 16:00:00,38.29
5/30/2001 16:00:00,37.92
5/31/2001 16:00:00,38.99
6/1/2001 16:00:00,37.63
6/4/2001 16:00:00,37.71
6/5/2001 16:00:00,38.16
6/6/2001 16:00:00,37.85
6/7/2001 16:00:00,37.8
6/8/2001 16:00:00,37.38
6/11/2001 16:00:00,36.76
6/12/2001 16:00:00,36.1
6/13/2001 16:00:00,36.05
6/14/2001 16:00:00,35.57
6/15/2001 16:00:00,35.28
6/18/2001 16:00:00,35.92
6/19/2001 16:00:00,34.4
6/20/2001 16:00:00,34.39
6/21/2001 16:00:00,34.95
6/22/2001 16:00:00,34.36
6/25/2001 16:00:00,33.24
6/26/2001 16:00:00,33.4
6/27/2001 16:00:00,34.27
6/28/2001 16:00:00,35.2
6/29/2001 16:00:00,36.13
7/2/2001 16:00:00,36
7/3/2001 16:00:00,36.67
7/5/2001 16:00:00,36.8
7/6/2001 16:00:00,35.43
7/9/2001 16:00:00,36.07
7/10/2001 16:00:00,35.83
7/11/2001 16:00:00,36.45
7/12/2001 16:00:00,37.64
7/13/2001 16:00:00,37.94
7/16/2001 16:00:00,37.26
7/17/2001 16:00:00,36.4
7/18/2001 16:00:00,35.44
7/19/2001 16:00:00,36.17
7/20/2001 16:00:00,36.07
7/23/2001 16:00:00,36.18
7/24/2001 16:00:00,35.8
7/25/2001 16:00:00,35.55
7/26/2001 16:00:00,35.81
7/27/2001 16:00:00,34.8
7/30/2001 16:00:00,35.24
7/31/2001 16:00:00,35.15
8/1/2001 16:00:00,36.23
8/2/2001 16:00:00,35.37
8/3/2001 16:00:00,34.84
8/6/2001 16:00:00,34.45
8/7/2001 16:00:00,34.23
8/8/2001 16:00:00,34.06
8/9/2001 16:00:00,33.03
8/10/2001 16:00:00,34.2
8/13/2001 16:00:00,33.59
8/14/2001 16:00:00,33.73
8/15/2001 16:00:00,33.41
8/16/2001 16:00:00,33.17
8/17/2001 16:00:00,32.46
8/20/2001 16:00:00,33.32
8/21/2001 16:00:00,32.13
8/22/2001 16:00:00,32.4
8/23/2001 16:00:00,32.72
8/24/2001 16:00:00,33.88
8/27/2001 16:00:00,33.55
8/28/2001 16:00:00,33.26
8/29/2001 16:00:00,32.65
8/30/2001 16:00:00,32.32
8/31/2001 16:00:00,31.99
9/4/2001 16:00:00,32.28
9/5/2001 16:00:00,31.99
9/6/2001 16:00:00,31.15
9/7/2001 16:00:00,30.15
9/10/2001 16:00:00,29.7
9/17/2001 16:00:00,18
9/18/2001 16:00:00,20
9/19/2001 16:00:00,20
9/20/2001 16:00:00,18.45
9/21/2001 16:00:00,17.9
9/24/2001 16:00:00,18.3
9/25/2001 16:00:00,18.64
9/26/2001 16:00:00,18.24
9/27/2001 16:00:00,17.9
9/28/2001 16:00:00,19.14
10/1/2001 16:00:00,19.9
10/2/2001 16:00:00,20.67
10/3/2001 16:00:00,22.12
10/4/2001 16:00:00,21.15
10/5/2001 16:00:00,20.86
10/8/2001 16:00:00,21.2
10/9/2001 16:00:00,20.16
10/10/2001 16:00:00,20.75
10/11/2001 16:00:00,22.2
10/12/2001 16:00:00,20.51
10/15/2001 16:00:00,20.27
10/16/2001 16:00:00,20.3
10/17/2001 16:00:00,19.28
10/18/2001 16:00:00,18.87
10/19/2001 16:00:00,18.47
10/22/2001 16:00:00,19.42
10/23/2001 16:00:00,19.95
10/24/2001 16:00:00,19.7
10/25/2001 16:00:00,19.85
10/26/2001 16:00:00,19.82
10/29/2001 16:00:00,19.49
10/30/2001 16:00:00,18.99
10/31/2001 16:00:00,18.2
11/1/2001 16:00:00,18.6
11/2/2001 16:00:00,18.74
11/5/2001 16:00:00,18.9
11/6/2001 16:00:00,18.36
11/7/2001 16:00:00,18.55
11/8/2001 16:00:00,18.28
11/9/2001 16:00:00,18.13
11/12/2001 16:00:00,16.49
11/13/2001 16:00:00,16.98
11/14/2001 16:00:00,17.94
11/15/2001 16:00:00,18.7
11/16/2001 16:00:00,20.06
11/19/2001 16:00:00,20.77
11/20/2001 16:00:00,19.86
11/21/2001 16:00:00,20.47
11/23/2001 16:00:00,21
11/26/2001 16:00:00,21.66
11/27/2001 16:00:00,21.1
11/28/2001 16:00:00,20.42
11/29/2001 16:00:00,21.05
11/30/2001 16:00:00,21.44
12/3/2001 16:00:00,20.94
12/4/2001 16:00:00,21.29
12/5/2001 16:00:00,22.2
12/6/2001 16:00:00,22.04
12/7/2001 16:00:00,23.34
12/10/2001 16:00:00,23.12
12/11/2001 16:00:00,22.75
12/12/2001 16:00:00,23
12/13/2001 16:00:00,22.58
12/14/2001 16:00:00,23.12
12/17/2001 16:00:00,22.5
12/18/2001 16:00:00,22.5
12/19/2001 16:00:00,22.5
12/20/2001 16:00:00,21.65
12/21/2001 16:00:00,21.89
12/24/2001 16:00:00,21.18
12/26/2001 16:00:00,21.57
12/27/2001 16:00:00,21.5
12/28/2001 16:00:00,22
