Date,Close
7/3/2000 16:00:00,26.13
7/5/2000 16:00:00,28.44
7/6/2000 16:00:00,29.31
7/7/2000 16:00:00,29.13
7/10/2000 16:00:00,30
7/11/2000 16:00:00,29.44
7/12/2000 16:00:00,30.63
7/13/2000 16:00:00,31.56
7/14/2000 16:00:00,32.13
7/17/2000 16:00:00,32.63
7/18/2000 16:00:00,32.88
7/19/2000 16:00:00,31.5
7/20/2000 16:00:00,31.63
7/21/2000 16:00:00,32.5
7/24/2000 16:00:00,33.69
7/25/2000 16:00:00,32.94
7/26/2000 16:00:00,32.69
7/27/2000 16:00:00,33
7/28/2000 16:00:00,31.31
7/31/2000 16:00:00,33.06
8/1/2000 16:00:00,32.88
8/2/2000 16:00:00,32.38
8/3/2000 16:00:00,32.5
8/4/2000 16:00:00,33.25
8/7/2000 16:00:00,33.5
8/8/2000 16:00:00,34.06
8/9/2000 16:00:00,33.38
8/10/2000 16:00:00,33.75
8/11/2000 16:00:00,34.44
8/14/2000 16:00:00,34.06
8/15/2000 16:00:00,33.25
8/16/2000 16:00:00,32.75
8/17/2000 16:00:00,33
8/18/2000 16:00:00,32.88
8/21/2000 16:00:00,32.63
8/22/2000 16:00:00,33.69
8/23/2000 16:00:00,32.13
8/24/2000 16:00:00,32.63
8/25/2000 16:00:00,32.81
8/28/2000 16:00:00,33.31
8/29/2000 16:00:00,33.5
8/30/2000 16:00:00,33.38
8/31/2000 16:00:00,32.81
9/1/2000 16:00:00,32.69
9/5/2000 16:00:00,33.81
9/6/2000 16:00:00,33.56
9/7/2000 16:00:00,33.13
9/8/2000 16:00:00,33.06
9/11/2000 16:00:00,32
9/12/2000 16:00:00,32.5
9/13/2000 16:00:00,34.19
9/14/2000 16:00:00,33.5
9/15/2000 16:00:00,32.94
9/18/2000 16:00:00,32.06
9/19/2000 16:00:00,32.06
9/20/2000 16:00:00,32.38
9/21/2000 16:00:00,33.5
9/22/2000 16:00:00,34.69
9/25/2000 16:00:00,33.38
9/26/2000 16:00:00,33.56
9/27/2000 16:00:00,33.38
9/28/2000 16:00:00,34.63
9/29/2000 16:00:00,32.69
10/2/2000 16:00:00,32.75
10/3/2000 16:00:00,33.5
10/4/2000 16:00:00,34.31
10/5/2000 16:00:00,34.81
10/6/2000 16:00:00,33.81
10/9/2000 16:00:00,33.31
10/10/2000 16:00:00,32.75
10/11/2000 16:00:00,32.38
10/12/2000 16:00:00,30.5
10/13/2000 16:00:00,29.88
10/16/2000 16:00:00,30.38
10/17/2000 16:00:00,29
10/18/2000 16:00:00,27.94
10/19/2000 16:00:00,29.75
10/20/2000 16:00:00,30.25
10/23/2000 16:00:00,29.44
10/24/2000 16:00:00,29.56
10/25/2000 16:00:00,29.06
10/26/2000 16:00:00,29.81
10/27/2000 16:00:00,31.44
10/30/2000 16:00:00,33.69
10/31/2000 16:00:00,32.75
11/1/2000 16:00:00,32.81
11/2/2000 16:00:00,32.75
11/3/2000 16:00:00,31.69
11/6/2000 16:00:00,32.69
11/7/2000 16:00:00,32.88
11/8/2000 16:00:00,32.88
11/9/2000 16:00:00,32.31
11/10/2000 16:00:00,32.19
11/13/2000 16:00:00,34
11/14/2000 16:00:00,34.56
11/15/2000 16:00:00,34.69
11/16/2000 16:00:00,34.31
11/17/2000 16:00:00,34.06
11/20/2000 16:00:00,34.56
11/21/2000 16:00:00,36
11/22/2000 16:00:00,34.56
11/24/2000 16:00:00,35.38
11/27/2000 16:00:00,34.19
11/28/2000 16:00:00,33.81
11/29/2000 16:00:00,34
11/30/2000 16:00:00,33.44
12/1/2000 16:00:00,33.81
12/4/2000 16:00:00,34
12/5/2000 16:00:00,36.75
12/6/2000 16:00:00,35.81
12/7/2000 16:00:00,35.13
12/8/2000 16:00:00,37.63
12/11/2000 16:00:00,38.94
12/12/2000 16:00:00,38.63
12/13/2000 16:00:00,37.25
12/14/2000 16:00:00,35.31
12/15/2000 16:00:00,35.81
12/18/2000 16:00:00,36.56
12/19/2000 16:00:00,35.06
12/20/2000 16:00:00,36
12/21/2000 16:00:00,35.5
12/22/2000 16:00:00,35.94
12/26/2000 16:00:00,35.88
12/27/2000 16:00:00,37.88
12/28/2000 16:00:00,37.38
12/29/2000 16:00:00,39.19
1/2/2001 16:00:00,38.69
1/3/2001 16:00:00,41.63
1/4/2001 16:00:00,43.06
1/5/2001 16:00:00,43.75
1/8/2001 16:00:00,41.5
1/9/2001 16:00:00,38.94
1/10/2001 16:00:00,38.69
1/11/2001 16:00:00,38.44
1/12/2001 16:00:00,36.81
1/16/2001 16:00:00,37.69
1/17/2001 16:00:00,37
1/18/2001 16:00:00,38.06
1/19/2001 16:00:00,37.38
1/22/2001 16:00:00,36.63
1/23/2001 16:00:00,38.13
1/24/2001 16:00:00,37.13
1/25/2001 16:00:00,37.38
1/26/2001 16:00:00,36.75
1/29/2001 16:00:00,36.97
1/30/2001 16:00:00,38.25
1/31/2001 16:00:00,39.09
2/1/2001 16:00:00,39.6
2/2/2001 16:00:00,38.58
2/5/2001 16:00:00,37.5
2/6/2001 16:00:00,36.95
2/7/2001 16:00:00,36.35
2/8/2001 16:00:00,34.85
2/9/2001 16:00:00,34.61
2/12/2001 16:00:00,34
2/13/2001 16:00:00,33.8
2/14/2001 16:00:00,32.5
2/15/2001 16:00:00,33.37
2/16/2001 16:00:00,33.18
2/20/2001 16:00:00,31.1
2/21/2001 16:00:00,31.06
2/22/2001 16:00:00,32.25
2/23/2001 16:00:00,31.7
2/26/2001 16:00:00,33.07
2/27/2001 16:00:00,33.41
2/28/2001 16:00:00,33.25
3/1/2001 16:00:00,31.32
3/2/2001 16:00:00,33.28
3/5/2001 16:00:00,33.95
3/6/2001 16:00:00,34.96
3/7/2001 16:00:00,35
3/8/2001 16:00:00,36.7
3/9/2001 16:00:00,36.45
3/12/2001 16:00:00,34.81
3/13/2001 16:00:00,34.3
3/14/2001 16:00:00,32.81
3/15/2001 16:00:00,34.54
3/16/2001 16:00:00,33.79
3/19/2001 16:00:00,34.05
3/20/2001 16:00:00,34.11
3/21/2001 16:00:00,34.12
3/22/2001 16:00:00,33.85
3/23/2001 16:00:00,33.11
3/26/2001 16:00:00,35.27
3/27/2001 16:00:00,36.48
3/28/2001 16:00:00,34.82
3/29/2001 16:00:00,34.52
3/30/2001 16:00:00,35.12
