Date,Close
12/12/2000 16:00:00,0.27
12/13/2000 16:00:00,0.27
12/14/2000 16:00:00,0.26
12/15/2000 16:00:00,0.25
12/18/2000 16:00:00,0.25
12/19/2000 16:00:00,0.25
12/20/2000 16:00:00,0.26
12/21/2000 16:00:00,0.25
12/22/2000 16:00:00,0.27
12/26/2000 16:00:00,0.26
12/27/2000 16:00:00,0.26
12/28/2000 16:00:00,0.26
12/29/2000 16:00:00,0.27
1/2/2001 16:00:00,0.27
1/3/2001 16:00:00,0.29
1/4/2001 16:00:00,0.3
1/5/2001 16:00:00,0.29
1/8/2001 16:00:00,0.3
1/9/2001 16:00:00,0.31
1/10/2001 16:00:00,0.3
1/11/2001 16:00:00,0.32
1/12/2001 16:00:00,0.31
1/16/2001 16:00:00,0.31
1/17/2001 16:00:00,0.3
1/18/2001 16:00:00,0.33
1/19/2001 16:00:00,0.35
1/22/2001 16:00:00,0.34
1/23/2001 16:00:00,0.37
1/24/2001 16:00:00,0.37
1/25/2001 16:00:00,0.36
1/26/2001 16:00:00,0.35
1/29/2001 16:00:00,0.39
1/30/2001 16:00:00,0.39
1/31/2001 16:00:00,0.39
2/1/2001 16:00:00,0.38
2/2/2001 16:00:00,0.37
2/5/2001 16:00:00,0.36
2/6/2001 16:00:00,0.39
2/7/2001 16:00:00,0.37
2/8/2001 16:00:00,0.37
2/9/2001 16:00:00,0.34
2/12/2001 16:00:00,0.35
2/13/2001 16:00:00,0.34
2/14/2001 16:00:00,0.35
2/15/2001 16:00:00,0.36
2/16/2001 16:00:00,0.34
2/20/2001 16:00:00,0.33
2/21/2001 16:00:00,0.34
2/22/2001 16:00:00,0.33
2/23/2001 16:00:00,0.34
2/26/2001 16:00:00,0.35
2/27/2001 16:00:00,0.35
2/28/2001 16:00:00,0.33
3/1/2001 16:00:00,0.33
3/2/2001 16:00:00,0.34
3/5/2001 16:00:00,0.36
3/6/2001 16:00:00,0.38
3/7/2001 16:00:00,0.38
3/8/2001 16:00:00,0.37
3/9/2001 16:00:00,0.36
3/12/2001 16:00:00,0.33
3/13/2001 16:00:00,0.35
3/14/2001 16:00:00,0.36
3/15/2001 16:00:00,0.35
3/16/2001 16:00:00,0.35
3/19/2001 16:00:00,0.37
3/20/2001 16:00:00,0.35
3/21/2001 16:00:00,0.36
3/22/2001 16:00:00,0.39
3/23/2001 16:00:00,0.41
3/26/2001 16:00:00,0.39
3/27/2001 16:00:00,0.41
3/28/2001 16:00:00,0.4
3/29/2001 16:00:00,0.4
3/30/2001 16:00:00,0.39
4/2/2001 16:00:00,0.39
4/3/2001 16:00:00,0.36
4/4/2001 16:00:00,0.35
4/5/2001 16:00:00,0.37
4/6/2001 16:00:00,0.37
4/9/2001 16:00:00,0.37
4/10/2001 16:00:00,0.39
4/11/2001 16:00:00,0.39
4/12/2001 16:00:00,0.4
4/16/2001 16:00:00,0.38
4/17/2001 16:00:00,0.36
4/18/2001 16:00:00,0.41
4/19/2001 16:00:00,0.46
4/20/2001 16:00:00,0.45
4/23/2001 16:00:00,0.43
4/24/2001 16:00:00,0.42
4/25/2001 16:00:00,0.44
4/26/2001 16:00:00,0.44
4/27/2001 16:00:00,0.47
4/30/2001 16:00:00,0.46
5/1/2001 16:00:00,0.46
5/2/2001 16:00:00,0.47
5/3/2001 16:00:00,0.45
5/4/2001 16:00:00,0.46
5/7/2001 16:00:00,0.45
5/8/2001 16:00:00,0.44
5/9/2001 16:00:00,0.43
5/10/2001 16:00:00,0.41
5/11/2001 16:00:00,0.41
5/14/2001 16:00:00,0.42
5/15/2001 16:00:00,0.41
5/16/2001 16:00:00,0.43
5/17/2001 16:00:00,0.42
5/18/2001 16:00:00,0.42
5/21/2001 16:00:00,0.42
5/22/2001 16:00:00,0.42
5/23/2001 16:00:00,0.41
5/24/2001 16:00:00,0.41
5/25/2001 16:00:00,0.41
5/29/2001 16:00:00,0.38
5/30/2001 16:00:00,0.35
5/31/2001 16:00:00,0.36
6/1/2001 16:00:00,0.37
6/4/2001 16:00:00,0.37
6/5/2001 16:00:00,0.37
6/6/2001 16:00:00,0.37
6/7/2001 16:00:00,0.39
6/8/2001 16:00:00,0.38
6/11/2001 16:00:00,0.36
6/12/2001 16:00:00,0.36
6/13/2001 16:00:00,0.37
6/14/2001 16:00:00,0.36
6/15/2001 16:00:00,0.37
6/18/2001 16:00:00,0.37
6/19/2001 16:00:00,0.36
6/20/2001 16:00:00,0.39
6/21/2001 16:00:00,0.4
6/22/2001 16:00:00,0.39
6/25/2001 16:00:00,0.43
6/26/2001 16:00:00,0.42
6/27/2001 16:00:00,0.42
6/28/2001 16:00:00,0.42
6/29/2001 16:00:00,0.42
7/2/2001 16:00:00,0.43
7/3/2001 16:00:00,0.43
7/5/2001 16:00:00,0.41
7/6/2001 16:00:00,0.39
7/9/2001 16:00:00,0.41
7/10/2001 16:00:00,0.38
7/11/2001 16:00:00,0.42
7/12/2001 16:00:00,0.44
7/13/2001 16:00:00,0.44
7/16/2001 16:00:00,0.43
7/17/2001 16:00:00,0.45
7/18/2001 16:00:00,0.37
7/19/2001 16:00:00,0.36
7/20/2001 16:00:00,0.36
7/23/2001 16:00:00,0.35
7/24/2001 16:00:00,0.34
7/25/2001 16:00:00,0.33
7/26/2001 16:00:00,0.33
7/27/2001 16:00:00,0.34
7/30/2001 16:00:00,0.34
7/31/2001 16:00:00,0.34
8/1/2001 16:00:00,0.34
8/2/2001 16:00:00,0.35
8/3/2001 16:00:00,0.35
8/6/2001 16:00:00,0.34
8/7/2001 16:00:00,0.34
8/8/2001 16:00:00,0.34
8/9/2001 16:00:00,0.34
8/10/2001 16:00:00,0.34
8/13/2001 16:00:00,0.34
8/14/2001 16:00:00,0.33
8/15/2001 16:00:00,0.33
8/16/2001 16:00:00,0.33
8/17/2001 16:00:00,0.32
8/20/2001 16:00:00,0.32
8/21/2001 16:00:00,0.32
8/22/2001 16:00:00,0.33
8/23/2001 16:00:00,0.32
8/24/2001 16:00:00,0.33
8/27/2001 16:00:00,0.34
8/28/2001 16:00:00,0.33
8/29/2001 16:00:00,0.32
8/30/2001 16:00:00,0.32
8/31/2001 16:00:00,0.33
9/4/2001 16:00:00,0.33
9/5/2001 16:00:00,0.33
9/6/2001 16:00:00,0.32
9/7/2001 16:00:00,0.31
9/10/2001 16:00:00,0.31
9/17/2001 16:00:00,0.3
9/18/2001 16:00:00,0.29
9/19/2001 16:00:00,0.3
9/20/2001 16:00:00,0.28
9/21/2001 16:00:00,0.28
9/24/2001 16:00:00,0.29
9/25/2001 16:00:00,0.28
9/26/2001 16:00:00,0.27
9/27/2001 16:00:00,0.28
9/28/2001 16:00:00,0.28
10/1/2001 16:00:00,0.28
10/2/2001 16:00:00,0.27
10/3/2001 16:00:00,0.27
10/4/2001 16:00:00,0.28
10/5/2001 16:00:00,0.29
10/8/2001 16:00:00,0.29
10/9/2001 16:00:00,0.29
10/10/2001 16:00:00,0.3
10/11/2001 16:00:00,0.32
10/12/2001 16:00:00,0.32
10/15/2001 16:00:00,0.32
10/16/2001 16:00:00,0.32
10/17/2001 16:00:00,0.3
10/18/2001 16:00:00,0.32
10/19/2001 16:00:00,0.33
10/22/2001 16:00:00,0.34
10/23/2001 16:00:00,0.32
10/24/2001 16:00:00,0.34
10/25/2001 16:00:00,0.34
10/26/2001 16:00:00,0.33
10/29/2001 16:00:00,0.31
10/30/2001 16:00:00,0.31
10/31/2001 16:00:00,0.31
11/1/2001 16:00:00,0.33
11/2/2001 16:00:00,0.33
11/5/2001 16:00:00,0.34
11/6/2001 16:00:00,0.35
11/7/2001 16:00:00,0.35
11/8/2001 16:00:00,0.33
11/9/2001 16:00:00,0.33
11/12/2001 16:00:00,0.33
11/13/2001 16:00:00,0.35
11/14/2001 16:00:00,0.35
11/15/2001 16:00:00,0.35
11/16/2001 16:00:00,0.34
11/19/2001 16:00:00,0.36
11/20/2001 16:00:00,0.35
11/21/2001 16:00:00,0.35
11/23/2001 16:00:00,0.35
11/26/2001 16:00:00,0.38
11/27/2001 16:00:00,0.38
11/28/2001 16:00:00,0.37
11/29/2001 16:00:00,0.36
11/30/2001 16:00:00,0.38
12/3/2001 16:00:00,0.38
12/4/2001 16:00:00,0.4
12/5/2001 16:00:00,0.42
12/6/2001 16:00:00,0.41
12/7/2001 16:00:00,0.4
12/10/2001 16:00:00,0.4
12/11/2001 16:00:00,0.39
12/12/2001 16:00:00,0.38
12/13/2001 16:00:00,0.38
12/14/2001 16:00:00,0.36
12/17/2001 16:00:00,0.37
12/18/2001 16:00:00,0.38
12/19/2001 16:00:00,0.39
12/20/2001 16:00:00,0.37
12/21/2001 16:00:00,0.38
12/24/2001 16:00:00,0.38
12/26/2001 16:00:00,0.38
12/27/2001 16:00:00,0.39
12/28/2001 16:00:00,0.4
