Date,Contract,Units,$Volume,LowPrice,HighPrice,AvgPrice,LastPrice
09/25/00,Reform,1236,3.707,0.002,0.004,0.003,0.003
09/25/00,Rep,1563,647.452,0.407,0.42,0.414,0.417
09/26/00,Dem,397,232.436,0.581,0.594,0.585,0.59
09/26/00,Reform,4441,17.443,0.002,0.004,0.004,0.002
09/26/00,Rep,709,298.402,0.41,0.44,0.421,0.411
09/27/00,Dem,531,307.8,0.573,0.59,0.58,0.573
09/27/00,Reform,659,2.162,0.003,0.004,0.003,0.003
09/27/00,Rep,253,105.947,0.41,0.433,0.419,0.425
09/28/00,Dem,548,315.75,0.565,0.583,0.576,0.58
09/28/00,Reform,531,1.848,0.003,0.004,0.003,0.004
09/28/00,Rep,371,156.278,0.41,0.439,0.421,0.428
09/29/00,Dem,272,159.859,0.57,0.599,0.588,0.57
09/29/00,Reform,93,0.356,0.002,0.004,0.004,0.002
09/29/00,Rep,935,394.284,0.42,0.435,0.422,0.425
09/30/00,Dem,195,110.585,0.566,0.57,0.567,0.566
09/30/00,Reform,187,0.375,0.002,0.003,0.002,0.002
09/30/00,Rep,632,281.389,0.428,0.459,0.445,0.436
10/01/00,Dem,238,135.023,0.566,0.578,0.567,0.578
10/01/00,Reform,16,0.032,0.002,0.003,0.002,0.002
10/01/00,Rep,115,48.296,0.396,0.436,0.42,0.396
10/02/00,Dem,644,384.653,0.569,0.624,0.597,0.611
10/02/00,Reform,580,1.222,0.002,0.003,0.002,0.002
10/02/00,Rep,544,222.716,0.396,0.428,0.409,0.396
10/03/00,Dem,1840,1151.405,0.593,0.65,0.626,0.6
10/03/00,Reform,590,0.86,0.001,0.003,0.001,0.001
10/03/00,Rep,4427,1734.28,0.346,0.437,0.392,0.38
10/04/00,Dem,1021,659.643,0.62,0.659,0.646,0.659
10/04/00,Reform,554,0.579,0.001,0.002,0.001,0.001
10/04/00,Rep,970,346.284,0.325,0.367,0.357,0.325
10/05/00,Dem,1228,830.258,0.641,0.7,0.676,0.68
10/05/00,Reform,105,0.127,0.001,0.002,0.001,0.002
10/05/00,Rep,1340,429.308,0.3,0.35,0.32,0.31
10/06/00,Dem,680,471.913,0.675,0.684,0.694,0.675
10/06/00,Reform,135,0.17,0.001,0.002,0.001,0.002
10/06/00,Rep,2186,684.032,0.32,0.34,0.313,0.338
10/07/00,Dem,327,208.817,0.62,0.683,0.639,0.62
10/07/00,Reform,205,0.244,0.001,0.002,0.001,0.001
10/07/00,Rep,1360,477.047,0.338,0.379,0.351,0.379
10/08/00,Dem,1786,1069.359,0.551,0.672,0.599,0.606
10/08/00,Reform,31,0.031,0.001,0.001,0.001,0.001
10/08/00,Rep,1859,750.937,0.369,0.45,0.404,0.42
10/09/00,Dem,1913,1105.037,0.558,0.657,0.578,0.58
10/09/00,Reform,56,0.056,0.001,0.002,0.001,0.001
10/09/00,Rep,1407,607.679,0.369,0.44,0.432,0.44
10/10/00,Dem,916,551.054,0.56,0.625,0.602,0.59
10/10/00,Reform,500,0.5,0.001,0.002,0.001,0.001
10/10/00,Rep,1324,565.866,0.377,0.448,0.427,0.417
10/11/00,Dem,1386,810.125,0.551,0.61,0.585,0.552
10/11/00,Reform,1252,1.645,0.001,0.002,0.001,0.001
10/11/00,Rep,3624,1529.985,0.411,0.45,0.422,0.449
10/12/00,Dem,878,485.26,0.541,0.568,0.553,0.541
10/12/00,Reform,330,0.39,0.001,0.002,0.001,0.001
10/12/00,Rep,715,324.772,0.441,0.469,0.454,0.46
10/13/00,Dem,377,205.19,0.535,0.555,0.544,0.535
10/13/00,Reform,271,0.291,0.001,0.002,0.001,0.001
10/13/00,Rep,419,193.169,0.45,0.467,0.461,0.461
10/14/00,Dem,374,198.358,0.509,0.564,0.53,0.526
10/14/00,Reform,311,0.312,0.001,0.002,0.001,0.001
10/14/00,Rep,1516,725.876,0.462,0.48,0.479,0.48
10/15/00,Dem,180,92.349,0.506,0.524,0.513,0.516
10/15/00,Reform,30,0.035,0.001,0.002,0.001,0.002
10/15/00,Rep,295,144.802,0.48,0.496,0.491,0.493
10/16/00,Dem,1804,878.111,0.452,0.518,0.487,0.476
10/16/00,Reform,666,0.668,0,0.002,0.001,0
10/16/00,Rep,3764,1967.335,0.486,0.575,0.523,0.529
10/17/00,Dem,3380,1696.369,0.473,0.559,0.502,0.516
10/17/00,Reform,359,0.257,0,0.001,0.001,0
10/17/00,Rep,2362,1185.478,0.449,0.54,0.502,0.48
10/18/00,Dem,2502,1316.934,0.5,0.56,0.526,0.52
10/18/00,Reform,36,0.036,0,0.001,0.001,0.001
10/18/00,Rep,446,214.695,0.468,0.495,0.481,0.49
10/19/00,Dem,1625,794.534,0.47,0.52,0.489,0.479
10/19/00,Reform,7,0.004,0,0.001,0.001,0
10/19/00,Rep,1753,895.818,0.485,0.525,0.511,0.524
10/20/00,Dem,1752,814.281,0.425,0.49,0.465,0.435
10/20/00,Reform,5,0.001,0,0.001,0,0
10/20/00,Rep,588,321.046,0.519,0.57,0.546,0.565
10/21/00,Dem,1866,752.168,0.301,0.464,0.403,0.4
10/21/00,Reform,330,0.01,0,0.001,0,0
10/21/00,Rep,1335,780.322,0.536,0.625,0.585,0.623
10/22/00,Dem,1285,480.686,0.335,0.415,0.374,0.371
10/22/00,Reform,0,0,0,0,,0
10/22/00,Rep,1266,813.472,0.615,0.68,0.643,0.648
10/23/00,Dem,4712,1773.722,0.35,0.448,0.376,0.401
10/23/00,Reform,673,0.141,0,0.001,0,0
10/23/00,Rep,3661,2344.401,0.58,0.699,0.64,0.617
10/24/00,Dem,4207,1765.634,0.399,0.464,0.42,0.445
10/24/00,Reform,279,0.273,0,0.001,0.001,0
10/24/00,Rep,2792,1635.272,0.54,0.65,0.586,0.54
10/25/00,Dem,3205,1486.789,0.42,0.491,0.464,0.432
10/25/00,Reform,4202,0.002,0,0.001,0,0
10/25/00,Rep,2066,1115.069,0.5,0.6,0.54,0.579
10/26/00,Dem,873,371.322,0.4,0.444,0.425,0.418
10/26/00,Reform,349,0.348,0,0.001,0.001,0
10/26/00,Rep,566,326.389,0.555,0.599,0.577,0.582
10/27/00,Dem,582,237.322,0.386,0.426,0.408,0.387
10/27/00,Reform,76,0.001,0,0.001,0,0
10/27/00,Rep,423,252.813,0.574,0.62,0.598,0.62
10/28/00,Dem,1555,518.999,0.251,0.399,0.334,0.287
10/28/00,Reform,897,0.03,0,0.001,0,0
10/28/00,Rep,1329,878.009,0.619,0.747,0.661,0.681
10/29/00,Dem,1074,356.022,0.277,0.355,0.331,0.354
10/29/00,Reform,292,0.1,0,0.001,0,0
10/29/00,Rep,925,623.109,0.646,0.689,0.674,0.67
10/30/00,Dem,2352,838.334,0.315,0.375,0.356,0.375
10/30/00,Reform,80,0.006,0,0.001,0,0
10/30/00,Rep,1083,707.91,0.61,0.686,0.654,0.61
10/31/00,Dem,1246,474.869,0.36,0.399,0.381,0.377
10/31/00,Reform,1,0,0,0.001,0,0
10/31/00,Rep,1772,1089.263,0.59,0.635,0.615,0.61
11/01/00,Dem,1901,646.093,0.311,0.378,0.34,0.348
11/01/00,Reform,120,0.1,0,0.001,0.001,0
11/01/00,Rep,2203,1443.072,0.62,0.685,0.655,0.668
11/02/00,Dem,6423,2183.937,0.25,0.419,0.34,0.39
11/02/00,Reform,350,0.1,0,0.001,0,0
11/02/00,Rep,2749,1824.774,0.585,0.748,0.664,0.625
11/03/00,Dem,3270,1051.317,0.298,0.379,0.322,0.298
11/03/00,Reform,0,0,0,0,,0
11/03/00,Rep,1634,1117.84,0.614,0.71,0.684,0.7
11/04/00,Dem,4946,1174.448,0.18,0.318,0.237,0.289
11/04/00,Reform,886,0.743,0,0.001,0.001,0
11/04/00,Rep,1416,1045.161,0.7,0.85,0.738,0.77
11/05/00,Dem,1891,516.756,0.232,0.295,0.273,0.295
11/05/00,Reform,175,0.173,0,0.001,0.001,0.001
11/05/00,Rep,2238,1677.188,0.7,0.795,0.749,0.73
11/06/00,Dem,5584,1519.373,0.202,0.325,0.272,0.291
11/06/00,Reform,995,0.969,0,0.001,0.001,0
11/06/00,Rep,2885,2116.99,0.68,0.775,0.734,0.711
11/07/00,Dem,10259,3371.753,0.105,0.798,0.329,0.14
11/07/00,Reform,612,0.491,0,0.001,0.001,0.001
11/07/00,Rep,8564,5693.805,0.02,0.899,0.665,0.7
11/08/00,Dem,26691,17358.352,0.002,0.975,0.65,0.922
11/08/00,Reform,7601,5.616,0,0.001,0.001,0.001
11/08/00,Rep,43512,6766.362,0.023,0.995,0.156,0.078
11/09/00,Dem,4952,4671.814,0.894,0.969,0.943,0.95
11/09/00,Reform,2065,2.062,0,0.001,0.001,0
11/09/00,Rep,10055,542.973,0.025,0.109,0.054,0.05
11/10/00,Dem,3454,3328.015,0.95,0.98,0.964,0.969
11/10/00,Reform,23,0.02,0,0.001,0.001,0
11/10/00,Rep,3519,148.171,0.02,0.071,0.042,0.031
